Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B Time
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.25 0.10 3.50 12.00 20170923103344
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103344
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 12.00 20170923103344
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103345
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.50 0.10 3.50 12.00 20170923103345
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.50 0.10 3.50 12.00 20170923103345
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103345
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103345
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 12.00 20170923103345
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 12.00 20170923103346
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103346
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103346
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103346
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.75 0.10 3.50 12.00 20170923103346
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103346
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103347
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103347
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103347
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103347
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.25 0.10 3.50 12.00 20170923103347
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103347
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103348
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.75 0.10 3.50 12.00 20170923103348
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.25 0.10 3.50 12.00 20170923103348
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.50 0.10 3.50 12.00 20170923103348
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103348
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103348
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 12.00 20170923103349
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103349
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103349
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103349
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103349
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103349
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103350
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.75 0.10 3.50 12.00 20170923103350
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 12.00 20170923103350
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103350
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103350
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.75 0.10 3.50 12.00 20170923103350
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 12.00 20170923103351
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103351
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 223.25 0.10 3.50 12.00 20170923103351
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103351
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103351
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103351
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103352
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.75 0.10 3.50 12.00 20170923103352
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103352
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.10 3.50 12.00 20170923103352
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.50 0.10 3.50 12.00 20170923103352
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83A F83E 20BF 222.75 0.10 3.50 12.00 20170923103352
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.25 0.10 3.50 12.00 20170923103353
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83E 20BF 223.00 0.10 3.50 12.00 20170923103353
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83A F83E 20BF 222.50 0.10 3.50 0.00 20170923103353
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20BF 222.75 0.10 3.50 0.00 20170923103353
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 223.00 0.11 4.25 0.00 20170923103353
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20BF 222.75 0.13 6.00 0.00 20170923103353
B0 0843 00 00 00 00 80 FF FF 00 FF F839 F83B F83E 20BF 222.75 0.13 5.75 0.00 20170923103354
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C1 222.75 0.13 5.50 0.00 20170923103354
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C3 223.00 0.13 5.25 0.00 20170923103354
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.75 0.13 5.50 0.00 20170923103354
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C8 222.75 0.13 5.50 0.00 20170923103354
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20CB 223.00 0.13 5.25 0.00 20170923103354
B0 0843 00 00 00 00 80 FF FF 00 FF F839 F83B F83E 20CF 223.25 0.12 5.25 0.00 20170923103355
B0 0843 00 00 00 00 80 FF FF 00 FF F839 F83A F83E 20D3 222.75 0.10 5.25 0.00 20170923103355
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D7 222.50 0.10 5.25 0.00 20170923103355
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DB 223.00 0.10 5.25 0.00 20170923103355
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20E0 223.25 0.10 5.25 0.00 20170923103355
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E5 223.00 0.10 5.25 0.00 20170923103355
B0 0843 00 00 00 00 80 FF FF 00 FF F839 F83A F83E 20E9 222.50 0.10 5.25 0.00 20170923103356
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EE 223.00 0.10 5.25 0.00 20170923103356
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F2 223.00 0.10 4.50 0.00 20170923103356
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F6 222.75 0.10 2.75 0.00 20170923103356
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 223.25 0.10 3.00 0.00 20170923103356
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FC 223.50 0.10 3.25 0.00 20170923103356
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FE 223.25 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2100 222.75 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2102 222.75 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2103 223.00 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2104 223.00 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2105 222.75 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 2106 223.00 0.10 3.50 0.00 20170923103357
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2107 222.75 0.10 3.50 0.00 20170923103358
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2107 222.50 0.10 3.50 0.00 20170923103358
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 222.50 0.10 3.50 0.00 20170923103358
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 223.00 0.10 3.50 0.00 20170923103358
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 223.00 0.10 3.50 0.00 20170923103358
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 222.75 0.10 3.50 0.00 20170923103359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 223.25 0.10 3.50 0.00 20170923103359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 223.00 0.10 3.50 0.00 20170923103359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 222.50 0.10 3.50 0.00 20170923103359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 2108 222.75 0.10 3.25 0.00 20170923103359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2108 223.00 0.10 3.50 0.00 20170923103359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2107 223.00 0.10 3.50 0.00 20170923103400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2107 222.25 0.10 3.25 0.00 20170923103400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2107 222.25 0.10 3.25 0.00 20170923103400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2107 222.75 0.10 3.50 0.00 20170923103400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2106 222.75 0.10 3.25 0.00 20170923103400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2106 222.50 0.10 3.25 0.00 20170923103400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2105 222.75 0.10 3.25 0.00 20170923103401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2105 222.75 0.10 3.25 0.00 20170923103401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2105 222.75 0.10 3.25 0.00 20170923103401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2104 222.25 0.10 3.25 0.00 20170923103401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2104 222.50 0.10 3.25 0.00 20170923103401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2103 223.00 0.10 3.25 0.00 20170923103401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2103 223.00 0.10 3.25 0.00 20170923103402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2102 222.50 0.10 3.25 0.00 20170923103402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2102 222.50 0.10 3.25 0.00 20170923103402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2102 222.50 0.10 3.25 0.00 20170923103402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2101 222.75 0.10 3.25 0.00 20170923103402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2101 222.75 0.10 3.25 0.00 20170923103402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 2100 222.75 0.10 3.25 0.00 20170923103403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 2100 222.75 0.10 3.25 0.00 20170923103403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FF 222.50 0.10 3.25 0.00 20170923103403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FF 222.75 0.10 3.25 0.00 20170923103403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FF 222.75 0.10 3.25 12.00 20170923103403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FF 223.00 0.10 3.75 12.00 20170923103403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20FF 222.75 0.10 3.75 12.00 20170923103404
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FE 222.75 0.10 3.50 12.00 20170923103404
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FC 222.75 0.10 3.25 12.00 20170923103404
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.75 0.10 3.00 12.00 20170923103404
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F7 222.50 0.10 3.00 12.00 20170923103404
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F3 223.00 0.10 2.75 12.00 20170923103404
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EF 223.00 0.10 2.50 12.00 20170923103405
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EA 222.75 0.10 2.25 12.00 20170923103405
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E6 222.25 0.09 2.00 12.00 20170923103405
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E3 222.75 0.09 1.75 12.00 20170923103405
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DF 223.25 0.10 1.75 12.00 20170923103405
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DC 222.75 0.10 1.75 12.00 20170923103405
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D9 223.00 0.10 1.75 0.00 20170923103405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D6 223.25 0.10 1.75 0.00 20170923103406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D3 222.50 0.11 2.50 0.00 20170923103406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20D1 222.50 0.13 3.75 0.00 20170923103406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 222.75 0.13 3.75 0.00 20170923103406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 223.00 0.13 3.75 0.00 20170923103406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 223.00 0.13 4.00 0.00 20170923103406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D1 222.50 0.13 4.00 12.00 20170923103407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D3 222.75 0.13 4.25 12.00 20170923103407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D4 222.75 0.13 4.50 12.00 20170923103407
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D4 222.50 0.10 4.50 12.00 20170923103407
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20D3 222.50 0.10 4.50 12.00 20170923103407
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D1 222.75 0.10 4.50 12.00 20170923103407
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20CF 222.75 0.10 4.50 0.00 20170923103408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CE 222.50 0.10 4.25 0.00 20170923103408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CC 222.25 0.12 6.00 0.00 20170923103408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CB 222.75 0.12 5.75 0.00 20170923103408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CA 223.00 0.12 5.50 0.00 20170923103408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CB 222.50 0.12 2.50 11.00 20170923103408
B0 0841 00 00 00 00 00 FF FF 00 FF F838 F83A F83E 20CC 223.00 0.12 2.75 12.00 20170923103409
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CE 222.75 0.12 3.25 12.00 20170923103409
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CE 222.50 0.12 3.25 12.00 20170923103409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20CD 222.50 0.12 3.00 12.00 20170923103409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CC 223.00 0.10 2.75 12.00 20170923103409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CB 222.75 0.10 2.50 12.00 20170923103409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.75 0.10 2.50 12.00 20170923103410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 222.50 0.10 2.50 12.00 20170923103410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.75 0.10 2.50 12.00 20170923103410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 223.00 0.09 2.50 12.00 20170923103410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.75 0.09 2.50 12.00 20170923103410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.75 0.10 2.50 12.00 20170923103410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C4 222.75 0.10 1.00 0.00 20170923103411
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.25 0.10 1.25 0.00 20170923103411
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 222.25 0.13 4.00 0.00 20170923103411
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 223.00 0.13 3.75 0.00 20170923103411
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 223.00 0.13 3.50 0.00 20170923103411
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.25 0.13 3.50 0.00 20170923103411
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.75 0.13 3.75 0.00 20170923103412
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C7 222.50 0.13 4.00 0.00 20170923103412
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CA 222.75 0.13 4.00 0.00 20170923103412
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CD 222.25 0.13 4.25 0.00 20170923103412
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 222.50 0.10 4.50 11.00 20170923103412
B0 0841 00 00 00 00 00 FF FF 00 FF F838 F83A F83E 20D5 222.50 0.10 4.75 12.00 20170923103412
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DA 223.00 0.10 5.00 12.00 20170923103413
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DC 222.50 0.10 5.00 12.00 20170923103413
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20DE 222.50 0.10 5.00 12.00 20170923103413
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20DE 223.00 0.10 4.75 12.00 20170923103413
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DD 222.75 0.10 4.50 12.00 20170923103413
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DB 222.50 0.10 4.25 12.00 20170923103413
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D8 222.75 0.10 1.50 0.00 20170923103414
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D5 222.75 0.09 1.50 0.00 20170923103414
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D2 222.00 0.13 4.00 0.00 20170923103414
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 222.50 0.13 4.00 0.00 20170923103414
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CF 222.75 0.13 3.75 0.00 20170923103414
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CE 222.75 0.13 3.50 0.00 20170923103414
B0 0843 00 00 00 00 00 FF FF 00 FF F838 F83A F83E 20CF 222.50 0.13 3.50 12.00 20170923103415
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 222.75 0.13 3.50 12.00 20170923103415
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D1 222.50 0.13 3.50 12.00 20170923103415
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D0 223.00 0.13 3.00 12.00 20170923103415
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CE 223.00 0.10 3.00 12.00 20170923103415
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CD 222.75 0.10 3.00 0.00 20170923103415
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CB 222.75 0.10 3.00 0.00 20170923103416
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.50 0.10 3.00 0.00 20170923103416
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 222.75 0.12 4.75 0.00 20170923103416
B0 0843 00 00 00 00 00 FF FF 00 FF F838 F83A F83E 20C8 223.00 0.12 4.75 12.00 20170923103416
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 223.00 0.12 4.75 12.00 20170923103416
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CA 222.75 0.12 4.75 0.00 20170923103416
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.75 0.12 2.50 0.00 20170923103417
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.50 0.12 2.75 0.00 20170923103417
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.75 0.13 3.50 12.00 20170923103417
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.25 0.13 3.50 12.00 20170923103417
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 222.75 0.11 3.75 12.00 20170923103417
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 222.75 0.11 3.50 0.00 20170923103417
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.75 0.11 3.50 0.00 20170923103418
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.25 0.12 4.50 12.00 20170923103418
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.50 0.12 4.50 12.00 20170923103418
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 223.00 0.11 5.00 12.00 20170923103418
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.75 0.11 5.00 0.00 20170923103418
